interaction_id,user_id,product_id,product_name,category_id,category_name,product_type,searched_size,size_available,is_preferred_category,search_frequency_in_category,is_in_favorites,added_to_favorites,prix,stock,product_status,is_clicked,click_duration_seconds,is_purchased,recommendation_score,interaction_time
360,20,37,Pull Buoy Pro,5,Natation,equipement,Standard,True,False,1,False,False,14.85,152,EN_STOCK,False,0,False,34.25,2024-01-05 07:05:00
361,20,60,Kettlebell 16kg,8,Fitness,equipement,Standard,True,True,6,False,False,51.41,110,EN_STOCK,False,0,False,82.2,2024-07-09 14:44:00
362,20,43,Maillot Respirant,6,Cyclisme,vetement,L,True,False,1,False,False,59.25,24,EN_STOCK,True,73,False,40.51,2024-02-06 17:30:00
363,20,63,Gants Musculation,8,Fitness,accessoire,Unique,True,True,7,True,True,23.66,195,EN_STOCK,False,0,False,81.22,2025-01-29 14:15:00
364,20,5,Gants Gardien Pro,1,Football,accessoire,Unique,True,False,1,False,False,82.72,19,EN_STOCK,False,0,False,37.61,2024-09-23 21:13:00
365,20,62,Banc Musculation,8,Fitness,equipement,Junior,True,True,8,True,True,258.43,14,EN_STOCK,True,145,False,81.29,2024-11-22 09:12:00
366,20,60,Kettlebell 16kg,8,Fitness,equipement,Junior,True,True,9,True,True,51.41,110,EN_STOCK,True,8,True,82.36,2024-03-02 12:50:00
367,20,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,True,True,10,True,False,10.44,191,EN_STOCK,True,27,True,100,2024-09-12 02:43:00
368,20,57,Halteres Reglables 20kg,8,Fitness,equipement,Standard,True,True,11,False,False,142.74,13,EN_STOCK,False,0,False,81.45,2024-03-05 15:14:00
369,20,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,True,True,12,True,False,10.44,191,EN_STOCK,True,96,False,96.93,2024-05-08 01:31:00
370,20,72,Protege-doigts,9,Volleyball,accessoire,S/M,True,False,1,False,False,18.52,190,EN_STOCK,False,0,False,38.43,2024-10-17 05:34:00
371,20,61,Corde Battle Rope 12m,8,Fitness,equipement,Pro,True,True,13,False,False,83.45,170,EN_STOCK,True,22,False,89.14,2025-02-23 08:34:00
372,20,63,Gants Musculation,8,Fitness,accessoire,L/XL,True,True,14,True,False,23.66,195,EN_STOCK,True,98,False,96.86,2024-05-02 10:46:00
373,20,60,Kettlebell 16kg,8,Fitness,equipement,Pro,True,True,15,True,False,51.41,110,EN_STOCK,True,44,False,100,2024-06-14 13:41:00
374,20,58,Tapis Yoga Premium,8,Fitness,equipement,Junior,True,True,16,False,False,41.24,20,EN_STOCK,True,13,True,88.35,2024-02-20 01:36:00
375,20,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,True,True,17,True,False,10.44,191,EN_STOCK,True,17,False,100,2024-11-06 22:04:00
376,21,27,Legging Compression,4,Running,vetement,XS,True,False,1,False,False,71.94,28,EN_STOCK,False,0,False,37.68,2024-07-03 17:47:00
377,21,54,Casque Sparring,7,Boxe,accessoire,S/M,True,False,1,False,False,58.43,189,EN_STOCK,True,162,False,40.94,2024-01-21 23:04:00
378,21,10,Chaussures High-Top,2,Basketball,chaussure,39,True,False,1,False,False,155.35,158,EN_ARRIVAGE,False,0,False,24.01,2024-07-16 06:12:00
379,21,35,Bonnet Silicone,5,Natation,accessoire,L/XL,True,True,1,False,False,8.36,20,EN_STOCK,True,32,False,70.49,2024-12-11 14:44:00
380,21,35,Bonnet Silicone,5,Natation,accessoire,Unique,True,True,2,False,False,8.36,20,EN_STOCK,True,173,True,71.5,2024-08-14 11:57:00
381,21,38,Palmes Courtes,5,Natation,equipement,Standard,True,True,3,False,False,44.1,25,EN_STOCK,True,87,False,76.64,2024-04-19 12:49:00
382,21,38,Palmes Courtes,5,Natation,equipement,Standard,True,True,4,False,False,44.1,25,EN_STOCK,True,13,False,76.47,2024-09-22 04:56:00
383,21,36,Plaquettes Nage,5,Natation,accessoire,Unique,True,True,5,False,False,17.25,159,EN_STOCK,True,75,False,83.56,2024-10-19 18:09:00
384,21,38,Palmes Courtes,5,Natation,equipement,Junior,True,True,6,True,True,44.1,25,EN_STOCK,True,154,True,79.38,2024-06-02 02:36:00
385,21,34,Lunettes Miroir,5,Natation,accessoire,L/XL,True,True,7,False,False,36.7,109,EN_STOCK,True,129,False,83.25,2024-10-22 03:38:00
386,22,39,Serviette Microfibre XL,5,Natation,accessoire,Unique,True,True,1,False,False,29.0,55,EN_STOCK,False,0,False,70.8,2025-03-26 13:26:00
387,22,16,Sac a Dos Basket,2,Basketball,accessoire,Unique,True,False,1,False,False,60.14,186,EN_STOCK,False,0,False,40.48,2025-04-20 00:40:00
388,22,49,Gants 12oz Pro,7,Boxe,accessoire,Unique,True,False,1,False,False,88.53,195,EN_STOCK,True,143,False,36.05,2024-06-16 16:44:00
389,22,71,Sac Ballons,9,Volleyball,accessoire,S/M,True,True,1,True,True,32.25,150,EN_STOCK,False,0,False,70.53,2024-08-09 09:50:00
390,22,70,Short Leger,9,Volleyball,vetement,XXL,True,True,2,False,False,30.39,92,EN_STOCK,True,107,False,71.71,2024-08-10 22:08:00
391,22,62,Banc Musculation,8,Fitness,equipement,Pro,True,False,1,False,False,258.43,14,EN_STOCK,False,0,False,29.98,2024-10-19 06:35:00
392,22,36,Plaquettes Nage,5,Natation,accessoire,Unique,True,True,2,False,False,17.25,159,EN_STOCK,False,0,False,66.72,2025-04-18 18:05:00
393,22,79,Sac Sport 50L,10,Handball,accessoire,S/M,True,True,1,False,False,39.39,17,EN_STOCK,True,157,False,66.48,2024-03-27 11:39:00
394,22,57,Halteres Reglables 20kg,8,Fitness,equipement,Pro,True,False,2,False,False,142.74,13,EN_STOCK,True,64,False,32.46,2024-07-10 04:48:00
395,22,11,Maillot Reversible,2,Basketball,vetement,XXL,True,False,2,False,False,56.58,56,EN_STOCK,False,0,False,36.55,2025-04-19 04:55:00
396,22,37,Pull Buoy Pro,5,Natation,equipement,Junior,True,True,3,False,False,14.85,152,EN_STOCK,False,0,False,72.43,2024-08-29 00:21:00
397,22,36,Plaquettes Nage,5,Natation,accessoire,Unique,True,True,4,False,False,17.25,159,EN_STOCK,False,0,False,77.46,2024-11-14 23:09:00
398,22,33,Maillot Competition,5,Natation,vetement,XXL,True,True,5,True,True,66.55,164,EN_ARRIVAGE,True,70,True,79.06,2025-02-08 22:39:00
399,22,73,Ballon Resine T3,10,Handball,equipement,Junior,True,True,2,True,True,33.52,162,EN_STOCK,True,173,False,69.89,2024-05-29 20:24:00
400,22,74,Chaussures Indoor Pro,10,Handball,chaussure,45,True,True,3,False,False,137.81,89,EN_STOCK,True,52,True,72.67,2024-10-14 22:01:00
401,22,37,Pull Buoy Pro,5,Natation,equipement,Standard,True,True,6,True,True,14.85,152,EN_STOCK,False,0,False,82.9,2024-12-16 11:22:00
402,22,69,Maillot Equipe,9,Volleyball,vetement,XXL,True,True,3,False,False,51.31,43,RUPTURE_DE_STOCK,True,12,False,66.58,2024-04-25 04:21:00
403,22,18,Balles Championship x4,3,Tennis,equipement,Junior,True,False,1,False,False,10.6,94,EN_STOCK,False,0,False,40.3,2024-12-13 19:55:00
404,22,71,Sac Ballons,9,Volleyball,accessoire,Unique,True,True,4,True,False,32.25,150,EN_STOCK,True,84,False,92.73,2024-06-17 14:34:00
405,22,35,Bonnet Silicone,5,Natation,accessoire,L/XL,True,True,7,False,False,8.36,20,EN_STOCK,False,0,False,85.41,2024-06-07 22:45:00
406,22,18,Balles Championship x4,3,Tennis,equipement,Standard,True,False,2,False,False,10.6,94,EN_STOCK,False,0,False,45.96,2024-03-15 20:59:00
407,22,70,Short Leger,9,Volleyball,vetement,XXL,True,True,5,True,True,30.39,92,EN_STOCK,False,0,False,80.33,2025-03-05 04:46:00
408,22,79,Sac Sport 50L,10,Handball,accessoire,S/M,True,True,4,False,False,39.39,17,EN_STOCK,False,0,False,75.03,2024-11-22 23:17:00
409,22,66,Genouilleres Gel,9,Volleyball,accessoire,Unique,True,True,6,False,False,25.07,189,EN_STOCK,False,0,False,79.85,2024-05-16 19:36:00
410,22,36,Plaquettes Nage,5,Natation,accessoire,Unique,True,True,8,False,False,17.25,159,EN_STOCK,True,127,True,86.87,2024-08-28 22:41:00
411,22,80,Protege-dents Sport,10,Handball,accessoire,S/M,True,True,5,False,False,17.96,151,EN_STOCK,True,13,False,76.38,2025-04-18 08:26:00
412,22,36,Plaquettes Nage,5,Natation,accessoire,Unique,True,True,9,False,False,17.25,159,EN_STOCK,False,0,False,80.66,2025-03-19 19:31:00
413,22,76,Short Stretch,10,Handball,vetement,XXL,True,True,6,False,False,26.28,194,EN_STOCK,True,102,False,85.76,2025-04-25 23:36:00
414,22,33,Maillot Competition,5,Natation,vetement,XXL,True,True,10,True,False,66.55,164,EN_ARRIVAGE,False,0,False,94.52,2024-01-22 07:33:00
415,22,33,Maillot Competition,5,Natation,vetement,XXL,True,True,11,True,False,66.55,164,EN_ARRIVAGE,True,17,True,95.16,2024-08-13 12:56:00
416,23,37,Pull Buoy Pro,5,Natation,equipement,Standard,True,False,1,False,False,14.85,152,EN_STOCK,False,0,False,34.66,2025-04-15 01:44:00
417,23,56,Coquille Protection,7,Boxe,accessoire,L/XL,True,True,1,True,True,26.35,79,EN_STOCK,False,0,False,67.52,2025-02-02 18:57:00
418,23,55,Chaussures Boxe,7,Boxe,chaussure,45,True,True,2,False,False,117.29,55,EN_STOCK,True,156,False,65.51,2025-03-27 14:05:00
419,23,27,Legging Compression,4,Running,vetement,XS,True,True,1,False,False,71.94,28,EN_STOCK,False,0,False,63.91,2024-02-13 16:45:00
420,23,27,Legging Compression,4,Running,vetement,S,True,True,2,False,False,71.94,28,EN_STOCK,False,0,False,69.81,2024-10-16 21:55:00
421,23,51,Protege-dents Custom,7,Boxe,accessoire,L/XL,True,True,3,True,True,16.25,168,RUPTURE_DE_STOCK,True,119,False,64.51,2025-04-05 04:12:00
422,23,41,Casque Aero Route,6,Cyclisme,accessoire,S/M,True,True,1,False,False,143.43,80,EN_STOCK,False,0,False,62.98,2024-11-07 15:15:00
423,23,32,Lunettes Sport UV,4,Running,accessoire,S/M,True,True,3,False,False,36.97,200,EN_ARRIVAGE,True,158,True,68.1,2024-05-22 19:40:00
424,23,49,Gants 12oz Pro,7,Boxe,accessoire,Unique,True,True,4,True,True,88.53,195,EN_STOCK,False,0,False,73.48,2025-03-13 01:42:00
425,23,29,Ceinture Hydratation,4,Running,accessoire,S/M,True,True,4,True,True,27.97,32,EN_STOCK,True,111,False,81.2,2024-05-25 19:42:00
426,23,27,Legging Compression,4,Running,vetement,XXL,True,True,5,True,True,71.94,28,EN_STOCK,False,0,False,80.79,2024-06-02 10:23:00
427,23,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Standard,True,False,1,False,False,39.61,163,EN_ARRIVAGE,True,125,False,36.43,2024-12-21 08:21:00
428,23,28,Brassiere Running,4,Running,vetement,XL,True,True,6,True,True,28.25,60,EN_STOCK,True,166,False,78.58,2025-01-05 22:38:00
429,23,37,Pull Buoy Pro,5,Natation,equipement,Standard,True,False,2,False,False,14.85,152,EN_STOCK,True,139,False,42.09,2024-11-15 11:59:00
430,23,32,Lunettes Sport UV,4,Running,accessoire,L/XL,True,True,7,True,True,36.97,200,EN_ARRIVAGE,True,51,False,82.29,2024-05-28 06:00:00
431,23,42,Cuissard Gel Pad,6,Cyclisme,vetement,S,True,True,2,False,False,102.9,121,EN_STOCK,False,0,False,69.0,2024-06-19 11:35:00
432,23,28,Brassiere Running,4,Running,vetement,S,True,True,8,True,False,28.25,60,EN_STOCK,True,22,True,97.01,2024-09-16 17:20:00
433,23,15,Genouilleres Pro,2,Basketball,accessoire,L/XL,True,False,2,False,False,28.37,190,EN_STOCK,False,0,False,39.33,2024-10-18 19:01:00
434,23,25,Chaussures Amorti Max,4,Running,chaussure,45,True,True,9,False,False,193.03,59,EN_STOCK,False,0,False,78.38,2025-02-12 01:41:00
435,24,6,Short Match,1,Football,vetement,XS,True,True,1,True,True,36.89,185,EN_STOCK,False,0,False,71.14,2024-09-23 09:36:00
436,24,41,Casque Aero Route,6,Cyclisme,accessoire,L/XL,True,False,1,False,False,143.43,80,EN_STOCK,True,180,False,33.36,2025-04-14 11:04:00
437,24,36,Plaquettes Nage,5,Natation,accessoire,Unique,True,False,1,False,False,17.25,159,EN_STOCK,False,0,False,36.39,2024-09-30 05:36:00
438,24,2,Crampons Elite,1,Football,chaussure,42,True,True,2,True,True,117.04,138,EN_ARRIVAGE,True,13,False,63.05,2025-03-25 07:23:00
439,24,4,Protege-tibias Carbon,1,Football,accessoire,L/XL,True,True,3,False,False,44.92,75,EN_STOCK,True,14,False,72.02,2024-08-15 16:01:00
440,24,65,Ballon Officiel V5,9,Volleyball,equipement,Junior,True,False,1,False,False,53.3,58,EN_STOCK,False,0,False,34.9,2025-01-10 16:19:00
441,24,19,Sac Raquettes 6R,3,Tennis,accessoire,Unique,True,False,1,False,False,98.21,25,EN_ARRIVAGE,False,0,False,36.22,2024-12-12 04:13:00
442,24,59,Bandes Resistance Set,8,Fitness,accessoire,S/M,True,False,1,False,False,31.27,113,EN_STOCK,False,0,False,40.14,2024-01-03 09:59:00
443,24,6,Short Match,1,Football,vetement,XS,True,True,4,True,False,36.89,185,EN_STOCK,True,173,False,87.46,2024-01-12 18:48:00
444,24,6,Short Match,1,Football,vetement,XS,True,True,5,True,False,36.89,185,EN_STOCK,True,117,False,92.87,2024-05-19 04:10:00
445,24,2,Crampons Elite,1,Football,chaussure,40,True,True,6,True,False,117.04,138,EN_ARRIVAGE,True,41,False,86.5,2025-02-15 09:36:00
446,24,5,Gants Gardien Pro,1,Football,accessoire,L/XL,True,True,7,False,False,82.72,19,EN_STOCK,True,17,True,88.92,2024-12-11 01:06:00
447,24,7,Chaussettes Performance,1,Football,vetement,XS,True,True,8,False,False,14.73,101,EN_STOCK,False,0,False,87.05,2024-12-19 22:28:00
448,24,6,Short Match,1,Football,vetement,XXL,True,True,9,True,False,36.89,185,EN_STOCK,False,0,False,100,2024-02-10 14:36:00
449,25,16,Sac a Dos Basket,2,Basketball,accessoire,Unique,True,True,1,False,False,60.14,186,EN_STOCK,False,0,False,67.56,2024-08-26 15:14:00
450,25,19,Sac Raquettes 6R,3,Tennis,accessoire,L/XL,True,True,1,False,False,98.21,25,EN_ARRIVAGE,True,51,False,60.58,2025-02-07 10:29:00
451,25,24,Casquette UV Protect,3,Tennis,accessoire,Unique,True,True,2,False,False,22.56,195,EN_STOCK,True,48,False,69.51,2024-10-21 04:32:00
452,25,10,Chaussures High-Top,2,Basketball,chaussure,44,True,True,2,False,False,155.35,158,EN_ARRIVAGE,False,0,False,62.49,2024-07-24 18:26:00
453,25,19,Sac Raquettes 6R,3,Tennis,accessoire,S/M,True,True,3,False,False,98.21,25,EN_ARRIVAGE,True,156,False,67.84,2024-10-17 10:34:00
454,25,18,Balles Championship x4,3,Tennis,equipement,Pro,True,True,4,False,False,10.6,94,EN_STOCK,True,129,True,81.31,2024-06-15 17:06:00
455,25,23,Cordage Multifilament,3,Tennis,accessoire,S/M,True,True,5,False,False,16.5,85,EN_STOCK,True,32,False,84.56,2025-02-23 12:20:00
456,25,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Junior,True,True,3,False,False,39.61,163,EN_ARRIVAGE,True,153,False,66.18,2024-01-01 04:42:00
457,25,13,Bandeau Elastique,2,Basketball,accessoire,S/M,True,True,4,False,False,8.22,9,EN_STOCK,True,57,False,78.16,2024-10-18 21:19:00
458,25,56,Coquille Protection,7,Boxe,accessoire,L/XL,True,True,1,False,False,26.35,79,EN_STOCK,True,27,False,72.83,2024-09-18 12:54:00
459,25,49,Gants 12oz Pro,7,Boxe,accessoire,S/M,True,True,2,True,True,88.53,195,EN_STOCK,False,0,False,75.01,2024-10-13 11:07:00
460,25,4,Protege-tibias Carbon,1,Football,accessoire,Unique,True,False,1,False,False,44.92,75,EN_STOCK,False,0,False,37.32,2024-11-16 10:45:00
461,25,55,Chaussures Boxe,7,Boxe,chaussure,44,True,True,3,False,False,117.29,55,EN_STOCK,True,53,False,70.62,2024-07-03 13:09:00
462,25,11,Maillot Reversible,2,Basketball,vetement,L,True,True,5,False,False,56.58,56,EN_STOCK,True,129,False,75.72,2024-03-10 02:08:00
463,26,59,Bandes Resistance Set,8,Fitness,accessoire,L/XL,True,True,1,False,False,31.27,113,EN_STOCK,True,51,False,69.04,2025-02-23 14:24:00
464,26,63,Gants Musculation,8,Fitness,accessoire,L/XL,True,True,2,True,True,23.66,195,EN_STOCK,True,65,False,66.07,2025-04-19 17:36:00
465,26,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,True,True,3,False,False,10.44,191,EN_STOCK,False,0,False,72.69,2024-02-10 04:46:00
466,26,36,Plaquettes Nage,5,Natation,accessoire,S/M,True,True,1,False,False,17.25,159,EN_STOCK,True,161,True,68.17,2025-01-14 21:42:00
467,26,37,Pull Buoy Pro,5,Natation,equipement,Pro,True,True,2,False,False,14.85,152,EN_STOCK,True,7,False,66.53,2024-08-28 18:46:00
468,26,69,Maillot Equipe,9,Volleyball,vetement,XL,True,True,1,False,False,51.31,43,RUPTURE_DE_STOCK,False,0,False,58.35,2025-01-18 09:46:00
469,26,34,Lunettes Miroir,5,Natation,accessoire,Unique,True,True,3,False,False,36.7,109,EN_STOCK,True,151,True,75.29,2025-02-18 23:39:00
470,26,66,Genouilleres Gel,9,Volleyball,accessoire,Unique,True,True,2,True,True,25.07,189,EN_STOCK,False,0,False,71.06,2024-03-08 19:17:00
471,26,65,Ballon Officiel V5,9,Volleyball,equipement,Pro,True,True,3,False,False,53.3,58,EN_STOCK,True,156,False,70.12,2024-07-08 05:16:00
472,26,31,Chaussettes Anti-ampoules,4,Running,vetement,XL,True,False,1,False,False,18.64,115,EN_STOCK,False,0,False,40.99,2024-06-24 02:09:00
473,26,64,Shaker Proteine 700ml,8,Fitness,accessoire,S/M,True,True,4,True,True,10.44,191,EN_STOCK,True,117,False,79.7,2024-10-22 23:53:00
474,26,37,Pull Buoy Pro,5,Natation,equipement,Junior,True,True,4,False,False,14.85,152,EN_STOCK,True,126,False,72.53,2025-01-20 17:14:00
475,26,39,Serviette Microfibre XL,5,Natation,accessoire,S/M,True,True,5,False,False,29.0,55,EN_STOCK,True,116,True,77.63,2024-08-17 12:43:00
476,26,33,Maillot Competition,5,Natation,vetement,XL,True,True,6,False,False,66.55,164,EN_ARRIVAGE,True,115,False,78.31,2024-05-19 10:17:00
477,26,61,Corde Battle Rope 12m,8,Fitness,equipement,Pro,True,True,5,False,False,83.45,170,EN_STOCK,True,177,False,80.84,2024-10-28 06:33:00
478,26,35,Bonnet Silicone,5,Natation,accessoire,S/M,True,True,7,False,False,8.36,20,EN_STOCK,False,0,False,85.48,2024-01-07 13:06:00
479,26,40,Sac Etanche 30L,5,Natation,accessoire,S/M,True,True,8,False,False,35.23,116,EN_STOCK,True,54,True,82.19,2024-01-30 19:42:00
480,26,28,Brassiere Running,4,Running,vetement,XXL,True,False,2,False,False,28.25,60,EN_STOCK,False,0,False,37.22,2024-02-14 19:08:00
481,26,35,Bonnet Silicone,5,Natation,accessoire,Unique,True,True,9,True,True,8.36,20,EN_STOCK,True,124,False,86.96,2024-08-20 08:49:00
482,26,38,Palmes Courtes,5,Natation,equipement,Standard,True,True,10,False,False,44.1,25,EN_STOCK,True,20,False,81.62,2024-01-31 08:52:00
483,26,66,Genouilleres Gel,9,Volleyball,accessoire,S/M,True,True,4,True,False,25.07,189,EN_STOCK,True,105,True,96.79,2024-09-08 03:09:00
484,26,68,Filet Competition,9,Volleyball,equipement,Pro,True,True,5,False,False,173.2,106,EN_STOCK,False,0,False,76.43,2024-02-22 01:04:00
485,26,37,Pull Buoy Pro,5,Natation,equipement,Standard,True,True,11,False,False,14.85,152,EN_STOCK,True,172,False,80.19,2024-12-06 12:17:00
486,26,71,Sac Ballons,9,Volleyball,accessoire,L/XL,True,True,6,False,False,32.25,150,EN_STOCK,False,0,False,78.04,2024-09-01 13:25:00
487,26,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Pro,True,False,1,False,False,39.61,163,EN_ARRIVAGE,False,0,False,30.26,2024-12-18 15:07:00
488,26,70,Short Leger,9,Volleyball,vetement,L,True,True,7,False,False,30.39,92,EN_STOCK,False,0,False,80.55,2024-07-06 17:54:00
489,26,11,Maillot Reversible,2,Basketball,vetement,M,True,False,2,False,False,56.58,56,EN_STOCK,True,15,False,42.48,2024-12-04 06:19:00
490,26,62,Banc Musculation,8,Fitness,equipement,Standard,True,True,6,False,False,258.43,14,EN_STOCK,False,0,False,73.85,2024-03-12 01:12:00
491,26,36,Plaquettes Nage,5,Natation,accessoire,S/M,True,True,12,False,False,17.25,159,EN_STOCK,False,0,False,83.89,2024-09-12 17:53:00
492,26,3,Maillot Training,1,Football,vetement,XL,True,False,1,False,False,63.04,69,RUPTURE_DE_STOCK,False,0,False,28.56,2024-01-22 12:07:00
493,27,67,Chaussures Indoor,9,Volleyball,chaussure,43,True,True,1,True,True,113.44,80,EN_STOCK,False,0,False,64.78,2024-10-23 07:59:00
494,27,35,Bonnet Silicone,5,Natation,accessoire,S/M,True,True,1,False,False,8.36,20,EN_STOCK,True,163,True,69.54,2024-03-07 00:11:00
495,27,66,Genouilleres Gel,9,Volleyball,accessoire,S/M,True,True,2,True,True,25.07,189,EN_STOCK,False,0,False,72.11,2025-02-22 03:07:00
496,27,36,Plaquettes Nage,5,Natation,accessoire,Unique,True,True,2,True,True,17.25,159,EN_STOCK,True,178,False,74.04,2024-12-16 18:34:00
497,27,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Pro,True,True,1,False,False,39.61,163,EN_ARRIVAGE,True,75,True,59.73,2024-07-31 05:44:00
498,27,16,Sac a Dos Basket,2,Basketball,accessoire,Unique,True,True,2,False,False,60.14,186,EN_STOCK,True,30,False,75.26,2024-07-11 05:01:00
499,27,11,Maillot Reversible,2,Basketball,vetement,XXL,True,True,3,True,True,56.58,56,EN_STOCK,True,171,False,70.79,2024-12-21 15:44:00
500,27,13,Bandeau Elastique,2,Basketball,accessoire,L/XL,True,True,4,True,True,8.22,9,EN_STOCK,True,49,False,76.5,2024-04-02 22:31:00
501,27,13,Bandeau Elastique,2,Basketball,accessoire,S/M,True,True,5,True,False,8.22,9,EN_STOCK,True,54,True,94.19,2024-09-28 03:39:00
502,27,36,Plaquettes Nage,5,Natation,accessoire,S/M,True,True,3,True,False,17.25,159,EN_STOCK,True,75,True,91.7,2024-02-27 04:43:00
503,27,61,Corde Battle Rope 12m,8,Fitness,equipement,Standard,True,False,1,False,False,83.45,170,EN_STOCK,False,0,False,34.76,2024-01-23 01:41:00
504,27,15,Genouilleres Pro,2,Basketball,accessoire,S/M,True,True,6,False,False,28.37,190,EN_STOCK,False,0,False,81.34,2024-01-23 03:47:00
505,27,35,Bonnet Silicone,5,Natation,accessoire,Unique,True,True,4,True,True,8.36,20,EN_STOCK,True,34,True,79.85,2024-08-15 18:37:00
506,27,14,Panier Portable,2,Basketball,equipement,Junior,True,True,7,False,False,169.71,137,EN_STOCK,True,30,True,82.79,2024-04-12 12:57:00
507,27,72,Protege-doigts,9,Volleyball,accessoire,Unique,True,True,3,False,False,18.52,190,EN_STOCK,True,161,False,77.9,2024-03-10 14:46:00
508,27,69,Maillot Equipe,9,Volleyball,vetement,XXL,True,True,4,True,True,51.31,43,RUPTURE_DE_STOCK,False,0,False,68.27,2024-03-10 03:54:00
509,28,38,Palmes Courtes,5,Natation,equipement,Junior,True,True,1,False,False,44.1,25,EN_STOCK,False,0,False,71.86,2024-11-22 19:57:00
510,28,34,Lunettes Miroir,5,Natation,accessoire,S/M,True,True,2,False,False,36.7,109,EN_STOCK,True,60,False,74.57,2024-05-22 00:46:00
511,28,36,Plaquettes Nage,5,Natation,accessoire,S/M,True,True,3,False,False,17.25,159,EN_STOCK,True,156,False,73.34,2025-04-04 00:26:00
512,28,6,Short Match,1,Football,vetement,XXL,True,False,1,False,False,36.89,185,EN_STOCK,True,140,False,40.69,2025-02-18 22:52:00
513,28,36,Plaquettes Nage,5,Natation,accessoire,Unique,True,True,4,True,True,17.25,159,EN_STOCK,True,109,False,77.58,2024-05-31 07:41:00
514,28,3,Maillot Training,1,Football,vetement,L,True,False,2,False,False,63.04,69,RUPTURE_DE_STOCK,False,0,False,34.05,2025-03-15 18:47:00
515,28,40,Sac Etanche 30L,5,Natation,accessoire,Unique,True,True,5,False,False,35.23,116,EN_STOCK,True,99,False,83.74,2024-01-01 20:04:00
516,28,33,Maillot Competition,5,Natation,vetement,L,True,True,6,False,False,66.55,164,EN_ARRIVAGE,False,0,False,80.53,2024-10-21 06:50:00
517,28,33,Maillot Competition,5,Natation,vetement,L,True,True,7,False,False,66.55,164,EN_ARRIVAGE,True,18,True,84.1,2024-11-12 01:23:00
518,28,36,Plaquettes Nage,5,Natation,accessoire,Unique,True,True,8,True,False,17.25,159,EN_STOCK,True,34,False,100,2025-01-12 18:55:00
519,28,27,Legging Compression,4,Running,vetement,S,True,False,1,False,False,71.94,28,EN_STOCK,False,0,False,36.2,2024-09-14 21:27:00
520,28,38,Palmes Courtes,5,Natation,equipement,Standard,True,True,9,False,False,44.1,25,EN_STOCK,True,36,False,84.52,2025-02-26 17:57:00
521,28,34,Lunettes Miroir,5,Natation,accessoire,Unique,True,True,10,True,True,36.7,109,EN_STOCK,True,25,False,88.92,2025-05-05 02:06:00
522,28,35,Bonnet Silicone,5,Natation,accessoire,S/M,True,True,11,False,False,8.36,20,EN_STOCK,True,165,True,81.5,2024-12-15 17:59:00
523,28,39,Serviette Microfibre XL,5,Natation,accessoire,S/M,True,True,12,False,False,29.0,55,EN_STOCK,True,53,True,87.38,2024-04-28 16:41:00
524,28,38,Palmes Courtes,5,Natation,equipement,Standard,True,True,13,False,False,44.1,25,EN_STOCK,False,0,False,85.93,2024-08-15 14:19:00
525,28,35,Bonnet Silicone,5,Natation,accessoire,S/M,True,True,14,True,True,8.36,20,EN_STOCK,True,78,False,82.27,2024-06-29 09:29:00
526,28,80,Protege-dents Sport,10,Handball,accessoire,Unique,True,False,1,False,False,17.96,151,EN_STOCK,True,49,False,40.12,2024-12-20 21:50:00
527,28,34,Lunettes Miroir,5,Natation,accessoire,Unique,True,True,15,True,False,36.7,109,EN_STOCK,True,117,True,100,2024-04-04 06:35:00
528,28,41,Casque Aero Route,6,Cyclisme,accessoire,S/M,True,False,1,False,False,143.43,80,EN_STOCK,False,0,False,29.48,2025-05-14 05:34:00
529,28,39,Serviette Microfibre XL,5,Natation,accessoire,S/M,True,True,16,False,False,29.0,55,EN_STOCK,False,0,False,87.69,2024-03-20 00:47:00
530,28,37,Pull Buoy Pro,5,Natation,equipement,Standard,True,True,17,False,False,14.85,152,EN_STOCK,False,0,False,88.96,2024-10-20 21:09:00
531,28,57,Halteres Reglables 20kg,8,Fitness,equipement,Standard,True,False,1,False,False,142.74,13,EN_STOCK,False,0,False,34.89,2025-04-05 01:08:00
532,28,37,Pull Buoy Pro,5,Natation,equipement,Junior,True,True,18,False,False,14.85,152,EN_STOCK,False,0,False,84.02,2024-02-17 10:03:00
533,29,5,Gants Gardien Pro,1,Football,accessoire,Unique,True,True,1,False,False,82.72,19,EN_STOCK,False,0,False,63.23,2024-12-09 02:32:00
534,29,38,Palmes Courtes,5,Natation,equipement,Pro,True,True,1,False,False,44.1,25,EN_STOCK,False,0,False,69.05,2024-07-03 12:09:00
535,29,55,Chaussures Boxe,7,Boxe,chaussure,40,True,False,1,False,False,117.29,55,EN_STOCK,False,0,False,31.73,2024-06-28 09:28:00
536,29,12,Short Respirant,2,Basketball,vetement,XL,True,False,1,False,False,43.9,77,EN_STOCK,False,0,False,41.88,2024-07-31 14:18:00
