click_id,user_id,product_id,product_name,sponsor_id,sponsor_name,category_name,is_clicked,is_purchased,click_duration_seconds,sponsored_position,session_id,bid_amount,relevance_score,clicked_at,category_name_encoded,sponsor_name_encoded,product_name_encoded
500,15,23,Cordage Multifilament,12,Head Sport,Tennis,0,0,0,3,sess_89073,7.33,3.67,2024-12-07 18:53:00,8,18,20
501,77,23,Cordage Multifilament,12,Head Sport,Tennis,1,1,50,3,sess_90096,7.33,92.04,2024-03-23 21:18:00,8,18,20
502,147,23,Cordage Multifilament,12,Head Sport,Tennis,0,0,0,5,sess_14697,7.33,17.74,2024-10-23 11:59:00,8,18,20
503,24,23,Cordage Multifilament,12,Head Sport,Tennis,0,0,0,3,sess_66010,7.33,32.28,2025-02-23 02:48:00,8,18,20
504,141,23,Cordage Multifilament,12,Head Sport,Tennis,1,0,75,1,sess_78766,7.33,29.28,2024-06-17 16:26:00,8,18,20
505,54,23,Cordage Multifilament,12,Head Sport,Tennis,1,0,166,2,sess_89269,7.33,61.21,2024-09-27 02:30:00,8,18,20
506,74,23,Cordage Multifilament,12,Head Sport,Tennis,1,0,164,4,sess_83745,7.33,60.88,2024-06-30 04:39:00,8,18,20
507,128,23,Cordage Multifilament,12,Head Sport,Tennis,1,0,161,5,sess_35369,7.33,72.92,2024-04-29 22:18:00,8,18,20
508,31,19,Sac Raquettes 6R,12,Head Sport,Tennis,0,0,0,1,sess_90649,6.5,46.49,2025-01-12 06:51:00,8,18,57
509,107,19,Sac Raquettes 6R,12,Head Sport,Tennis,0,0,0,4,sess_11480,6.5,4.55,2025-02-16 20:13:00,8,18,57
510,52,19,Sac Raquettes 6R,12,Head Sport,Tennis,1,0,145,3,sess_99893,6.5,25.44,2024-06-14 00:07:00,8,18,57
511,86,19,Sac Raquettes 6R,12,Head Sport,Tennis,0,0,0,3,sess_33020,6.5,39.6,2025-05-06 00:53:00,8,18,57
512,50,19,Sac Raquettes 6R,12,Head Sport,Tennis,0,0,0,3,sess_14660,6.5,83.38,2024-09-02 15:51:00,8,18,57
513,35,22,Jupe/Short Sport,12,Head Sport,Tennis,0,0,0,4,sess_53923,7.72,15.54,2025-03-18 17:57:00,8,18,35
514,119,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,149,4,sess_82768,7.72,92.78,2025-01-06 21:20:00,8,18,35
515,138,22,Jupe/Short Sport,12,Head Sport,Tennis,0,0,0,1,sess_29569,7.72,20.83,2025-02-13 11:04:00,8,18,35
516,72,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,47,1,sess_34560,7.72,33.92,2024-10-19 19:24:00,8,18,35
517,30,22,Jupe/Short Sport,12,Head Sport,Tennis,1,1,110,3,sess_41148,7.72,70.53,2024-02-14 15:56:00,8,18,35
518,96,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,49,4,sess_14901,7.72,82.95,2024-02-27 11:50:00,8,18,35
519,52,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,133,1,sess_73369,7.72,44.38,2024-03-19 06:21:00,8,18,35
520,135,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,137,3,sess_14791,7.72,77.55,2024-12-12 04:13:00,8,18,35
521,118,22,Jupe/Short Sport,12,Head Sport,Tennis,1,1,16,4,sess_21413,7.72,71.37,2024-12-17 19:55:00,8,18,35
522,86,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,84,4,sess_50913,7.72,88.92,2024-01-12 18:48:00,8,18,35
523,54,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,117,3,sess_29571,7.72,20.06,2024-12-09 03:17:00,8,18,35
524,41,22,Jupe/Short Sport,12,Head Sport,Tennis,0,0,0,3,sess_37076,7.72,11.45,2024-10-13 16:06:00,8,18,35
525,139,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,77,3,sess_19337,7.72,54.94,2024-10-20 07:10:00,8,18,35
526,80,22,Jupe/Short Sport,12,Head Sport,Tennis,1,1,12,5,sess_23884,7.72,89.22,2024-08-29 21:03:00,8,18,35
527,99,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,156,1,sess_68436,7.72,8.61,2024-11-18 22:44:00,8,18,35
528,92,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,141,3,sess_27274,7.72,33.23,2024-02-10 14:36:00,8,18,35
529,24,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,124,4,sess_28837,7.72,9.73,2024-08-28 07:14:00,8,18,35
530,67,22,Jupe/Short Sport,12,Head Sport,Tennis,0,0,0,3,sess_52567,7.72,39.21,2024-12-06 10:50:00,8,18,35
531,117,22,Jupe/Short Sport,12,Head Sport,Tennis,0,0,0,4,sess_32387,7.72,3.03,2024-06-28 15:29:00,8,18,35
532,73,22,Jupe/Short Sport,12,Head Sport,Tennis,1,1,32,3,sess_19296,7.72,60.44,2024-06-15 17:41:00,8,18,35
533,78,22,Jupe/Short Sport,12,Head Sport,Tennis,0,0,0,5,sess_81820,7.72,46.1,2024-05-02 19:15:00,8,18,35
534,41,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,156,4,sess_54852,7.72,38.38,2024-08-08 13:36:00,8,18,35
535,140,22,Jupe/Short Sport,12,Head Sport,Tennis,0,0,0,2,sess_73783,7.72,17.31,2025-01-13 22:36:00,8,18,35
536,30,22,Jupe/Short Sport,12,Head Sport,Tennis,1,1,118,5,sess_19123,7.72,59.61,2024-03-31 09:25:00,8,18,35
537,28,22,Jupe/Short Sport,12,Head Sport,Tennis,1,0,174,5,sess_28208,7.72,77.13,2024-02-01 02:13:00,8,18,35
538,1,22,Jupe/Short Sport,13,Babolat,Tennis,1,1,162,2,sess_36956,8.06,66.09,2024-10-22 14:12:00,8,7,35
539,82,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,3,sess_55123,8.06,57.03,2024-06-04 13:45:00,8,7,35
540,23,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,5,sess_48559,8.06,0.81,2024-07-25 04:54:00,8,7,35
541,16,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,3,sess_57086,8.06,90.11,2024-01-01 22:35:00,8,7,35
542,29,22,Jupe/Short Sport,13,Babolat,Tennis,1,0,105,3,sess_60173,8.06,86.57,2024-11-16 10:45:00,8,7,35
543,104,22,Jupe/Short Sport,13,Babolat,Tennis,1,1,40,4,sess_57223,8.06,43.52,2024-04-06 17:24:00,8,7,35
544,107,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,2,sess_19403,8.06,28.85,2024-03-05 04:00:00,8,7,35
545,5,22,Jupe/Short Sport,13,Babolat,Tennis,1,0,39,2,sess_64507,8.06,72.13,2024-02-13 04:41:00,8,7,35
546,117,22,Jupe/Short Sport,13,Babolat,Tennis,1,1,113,5,sess_56570,8.06,93.03,2024-10-09 14:24:00,8,7,35
547,58,22,Jupe/Short Sport,13,Babolat,Tennis,1,0,65,2,sess_63849,8.06,42.48,2024-12-30 16:17:00,8,7,35
548,140,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,5,sess_58310,8.06,36.7,2024-10-17 15:45:00,8,7,35
549,29,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,5,sess_78997,8.06,48.15,2024-03-13 23:46:00,8,7,35
550,72,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,4,sess_71925,8.06,51.69,2024-11-08 02:15:00,8,7,35
551,20,22,Jupe/Short Sport,13,Babolat,Tennis,1,1,92,5,sess_69511,8.06,79.81,2024-09-30 00:30:00,8,7,35
552,132,22,Jupe/Short Sport,13,Babolat,Tennis,1,1,80,4,sess_88333,8.06,57.4,2024-05-28 05:02:00,8,7,35
553,78,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,5,sess_16765,8.06,26.04,2024-10-23 05:36:00,8,7,35
554,75,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,5,sess_46418,8.06,2.73,2024-03-05 16:04:00,8,7,35
555,65,22,Jupe/Short Sport,13,Babolat,Tennis,1,1,33,2,sess_87564,8.06,61.58,2024-11-05 05:58:00,8,7,35
556,39,22,Jupe/Short Sport,13,Babolat,Tennis,1,0,65,4,sess_79125,8.06,36.98,2024-09-05 05:51:00,8,7,35
557,9,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,3,sess_75004,8.06,98.41,2024-10-31 04:53:00,8,7,35
558,106,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,4,sess_85727,8.06,23.79,2024-11-22 05:13:00,8,7,35
559,89,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,1,sess_70819,8.06,64.23,2024-02-29 01:10:00,8,7,35
560,103,22,Jupe/Short Sport,13,Babolat,Tennis,0,0,0,4,sess_59781,8.06,30.14,2025-01-20 17:14:00,8,7,35
561,122,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,0,0,0,3,sess_68827,6.29,14.51,2024-01-07 09:59:00,8,49,57
562,98,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,1,1,141,3,sess_66595,6.29,96.18,2024-11-22 11:54:00,8,49,57
563,70,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,0,0,0,3,sess_61269,6.29,27.03,2024-05-10 20:37:00,8,49,57
564,119,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,1,1,91,2,sess_51060,6.29,73.43,2024-12-12 22:11:00,8,49,57
565,141,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,0,0,0,1,sess_78847,6.29,67.28,2024-01-07 13:06:00,8,49,57
566,27,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,0,0,0,4,sess_13106,6.29,35.15,2024-05-08 06:02:00,8,49,57
567,24,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,1,0,158,1,sess_25725,6.29,93.85,2024-11-22 03:45:00,8,49,57
568,23,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,0,0,0,5,sess_34217,6.29,12.99,2025-04-05 20:36:00,8,49,57
569,29,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,0,0,0,2,sess_69433,6.29,25.33,2025-04-24 02:40:00,8,49,57
570,71,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,0,0,0,4,sess_31229,6.29,69.22,2025-01-29 10:16:00,8,49,57
571,19,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,1,1,20,3,sess_67747,6.29,77.71,2024-05-12 08:11:00,8,49,57
572,18,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,1,1,170,4,sess_80861,6.29,97.94,2024-09-08 03:09:00,8,49,57
573,111,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,1,0,71,2,sess_19229,6.29,61.4,2024-02-22 01:04:00,8,49,57
574,147,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,1,0,172,3,sess_14959,6.29,77.72,2024-11-23 00:59:00,8,49,57
575,100,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,1,0,5,3,sess_74314,6.29,15.16,2024-09-20 22:49:00,8,49,57
576,123,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,0,0,0,4,sess_39602,6.29,40.39,2025-02-19 02:34:00,8,49,57
577,1,19,Sac Raquettes 6R,14,Yonex Tennis,Tennis,0,0,0,4,sess_80163,6.29,95.42,2024-09-03 03:36:00,8,49,57
578,86,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,3,sess_57887,1.86,40.06,2025-05-05 20:05:00,8,49,0
579,137,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,3,sess_36623,1.86,8.05,2025-01-27 09:41:00,8,49,0
580,46,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,5,sess_61131,1.86,3.93,2024-04-07 09:44:00,8,49,0
581,28,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,3,sess_28342,1.86,48.65,2024-08-12 23:12:00,8,49,0
582,10,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,2,sess_18256,1.86,2.54,2024-05-02 15:24:00,8,49,0
583,139,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,3,sess_14855,1.86,49.97,2025-02-19 14:01:00,8,49,0
584,87,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,1,sess_95701,1.86,33.77,2024-07-26 03:13:00,8,49,0
585,134,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,4,sess_85936,1.86,94.01,2024-10-01 04:47:00,8,49,0
586,60,18,Balles Championship x4,14,Yonex Tennis,Tennis,1,0,125,1,sess_41808,1.86,3.69,2025-04-09 19:02:00,8,49,0
587,34,18,Balles Championship x4,14,Yonex Tennis,Tennis,1,0,29,1,sess_87469,1.86,17.22,2024-08-21 19:10:00,8,49,0
588,17,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,1,sess_36560,1.86,11.42,2024-11-11 07:04:00,8,49,0
589,110,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,3,sess_25833,1.86,81.15,2024-12-13 12:20:00,8,49,0
590,148,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,5,sess_15975,1.86,13.73,2025-02-10 06:48:00,8,49,0
591,45,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,3,sess_58487,1.86,6.32,2025-01-22 13:10:00,8,49,0
592,142,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,2,sess_92863,1.86,43.87,2024-01-21 04:06:00,8,49,0
593,97,18,Balles Championship x4,14,Yonex Tennis,Tennis,0,0,0,2,sess_21683,1.86,1.56,2024-01-04 00:11:00,8,49,0
594,73,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,4,sess_37021,9.04,69.35,2024-08-31 22:08:00,8,49,20
595,37,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,0,161,3,sess_33593,9.04,52.31,2024-12-20 01:38:00,8,49,20
596,128,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,0,94,5,sess_40885,9.04,95.03,2024-08-02 00:35:00,8,49,20
597,50,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,1,sess_80742,9.04,98.66,2024-11-12 11:55:00,8,49,20
598,130,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,2,sess_35391,9.04,46.42,2024-04-16 08:03:00,8,49,20
599,29,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,2,sess_30940,9.04,68.52,2024-08-30 15:11:00,8,49,20
600,12,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,0,90,1,sess_23686,9.04,64.49,2024-11-11 14:02:00,8,49,20
601,14,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,5,sess_19287,9.04,17.59,2024-09-05 16:07:00,8,49,20
602,61,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,1,178,4,sess_24435,9.04,59.27,2025-04-04 10:14:00,8,49,20
603,84,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,2,sess_38922,9.04,9.81,2025-03-21 06:24:00,8,49,20
604,19,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,0,60,4,sess_33338,9.04,58.51,2025-04-20 19:29:00,8,49,20
605,100,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,3,sess_36504,9.04,13.64,2024-11-19 11:17:00,8,49,20
606,86,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,2,sess_71018,9.04,3.21,2024-05-23 04:07:00,8,49,20
607,118,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,0,159,4,sess_32273,9.04,17.12,2024-03-21 20:39:00,8,49,20
608,148,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,0,130,5,sess_72061,9.04,85.5,2025-03-17 06:37:00,8,49,20
609,119,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,3,sess_52899,9.04,1.45,2025-03-22 07:15:00,8,49,20
610,112,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,5,sess_85196,9.04,22.24,2025-04-29 04:58:00,8,49,20
611,2,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,1,134,4,sess_61684,9.04,98.02,2024-01-18 13:33:00,8,49,20
612,123,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,0,8,1,sess_38574,9.04,45.24,2024-12-20 23:26:00,8,49,20
613,34,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,3,sess_97691,9.04,29.58,2024-02-16 00:30:00,8,49,20
614,79,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,2,sess_69616,9.04,70.33,2025-01-17 18:01:00,8,49,20
615,119,23,Cordage Multifilament,14,Yonex Tennis,Tennis,1,0,99,2,sess_93021,9.04,87.42,2024-11-16 14:45:00,8,49,20
616,1,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,1,sess_65823,9.04,38.49,2024-09-28 01:18:00,8,49,20
617,70,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,5,sess_91324,9.04,54.24,2025-02-07 21:05:00,8,49,20
618,86,23,Cordage Multifilament,14,Yonex Tennis,Tennis,0,0,0,1,sess_60194,9.04,51.47,2024-07-05 01:07:00,8,49,20
619,120,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,0,0,0,5,sess_18782,4.7,4.09,2024-11-27 17:45:00,8,49,54
620,144,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,1,0,171,2,sess_86037,4.7,13.84,2024-09-01 23:48:00,8,49,54
621,54,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,0,0,0,2,sess_46325,4.7,32.05,2024-09-14 21:27:00,8,49,54
622,14,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,1,0,36,1,sess_98907,4.7,37.28,2024-08-28 22:34:00,8,49,54
623,137,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,1,0,21,3,sess_20508,4.7,45.2,2024-04-06 14:05:00,8,49,54
624,101,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,0,0,0,2,sess_24683,4.7,28.84,2024-02-25 05:17:00,8,49,54
625,38,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,1,0,10,4,sess_80966,4.7,15.05,2024-05-30 13:43:00,8,49,54
626,34,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,0,0,0,4,sess_34780,4.7,34.67,2024-11-26 00:18:00,8,49,54
627,17,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,1,0,170,1,sess_54930,4.7,87.18,2024-06-20 13:37:00,8,49,54
628,84,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,0,0,0,4,sess_70031,4.7,59.34,2025-03-07 17:28:00,8,49,54
629,78,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,0,0,0,5,sess_73470,4.7,13.2,2024-03-28 08:14:00,8,49,54
630,96,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,1,1,121,3,sess_31075,4.7,76.97,2025-05-04 05:39:00,8,49,54
631,138,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,1,0,175,3,sess_41182,4.7,18.23,2025-02-10 04:10:00,8,49,54
632,30,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,1,1,99,1,sess_14546,4.7,99.38,2024-04-04 06:35:00,8,49,54
633,82,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,0,0,0,3,sess_49526,4.7,14.79,2025-05-14 05:34:00,8,49,54
634,32,17,Raquette Pro 300g,14,Yonex Tennis,Tennis,1,1,122,1,sess_10562,4.7,40.46,2025-04-20 10:09:00,8,49,54
635,130,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,1,0,151,3,sess_84086,1.51,64.72,2024-12-07 04:51:00,8,13,17
636,114,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,3,sess_98867,1.51,68.91,2025-04-05 01:08:00,8,13,17
637,142,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,1,0,119,1,sess_17213,1.51,30.81,2024-07-01 02:20:00,8,13,17
638,50,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,5,sess_12955,1.51,52.64,2025-01-27 08:12:00,8,13,17
639,22,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,5,sess_61697,1.51,84.95,2025-05-05 02:32:00,8,13,17
640,50,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,4,sess_97394,1.51,31.78,2025-04-28 01:58:00,8,13,17
641,93,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,4,sess_11597,1.51,14.79,2024-07-08 12:23:00,8,13,17
642,73,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,3,sess_38271,1.51,35.14,2025-03-23 17:05:00,8,13,17
643,114,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,1,0,113,4,sess_86962,1.51,80.37,2025-01-08 13:08:00,8,13,17
644,23,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,2,sess_18665,1.51,20.78,2025-03-20 16:21:00,8,13,17
645,97,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,1,sess_82851,1.51,0.66,2024-05-19 13:11:00,8,13,17
646,119,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,1,1,102,5,sess_15535,1.51,75.52,2024-05-28 17:31:00,8,13,17
647,78,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,5,sess_10320,1.51,30.39,2024-08-25 07:01:00,8,13,17
648,40,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,3,sess_95696,1.51,30.02,2024-11-21 15:07:00,8,13,17
649,74,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,4,sess_25644,1.51,17.94,2024-11-26 07:01:00,8,13,17
650,71,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,1,0,153,4,sess_43804,1.51,99.43,2024-09-03 18:27:00,8,13,17
651,122,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,1,sess_86238,1.51,37.32,2024-01-09 08:10:00,8,13,17
652,15,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,2,sess_16932,1.51,31.97,2024-03-10 11:10:00,8,13,17
653,70,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,3,sess_48228,1.51,41.95,2024-07-01 01:18:00,8,13,17
654,136,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,1,sess_31906,1.51,51.39,2024-04-03 03:38:00,8,13,17
655,140,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,0,0,0,3,sess_99842,1.51,87.24,2024-12-16 09:17:00,8,13,17
656,93,21,Chaussures Court Clay,15,Dunlop Sport,Tennis,1,1,40,1,sess_73556,1.51,53.44,2024-09-22 09:23:00,8,13,17
657,88,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,0,53,2,sess_78898,3.3,10.24,2025-02-11 17:39:00,8,13,0
658,137,18,Balles Championship x4,15,Dunlop Sport,Tennis,0,0,0,5,sess_20013,3.3,70.23,2024-08-01 14:58:00,8,13,0
659,30,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,1,97,2,sess_88335,3.3,92.34,2024-03-12 14:56:00,8,13,0
660,134,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,0,35,3,sess_28659,3.3,17.22,2024-04-23 04:54:00,8,13,0
661,59,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,1,33,3,sess_73472,3.3,12.53,2024-02-09 00:49:00,8,13,0
662,111,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,0,156,1,sess_43162,3.3,19.64,2024-01-31 15:07:00,8,13,0
663,12,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,1,36,1,sess_87018,3.3,30.16,2025-04-16 19:13:00,8,13,0
664,52,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,1,76,2,sess_56163,3.3,67.06,2025-04-30 18:22:00,8,13,0
665,42,18,Balles Championship x4,15,Dunlop Sport,Tennis,0,0,0,5,sess_22989,3.3,78.08,2024-09-15 18:04:00,8,13,0
666,149,18,Balles Championship x4,15,Dunlop Sport,Tennis,0,0,0,1,sess_80402,3.3,52.88,2025-05-08 09:10:00,8,13,0
667,2,18,Balles Championship x4,15,Dunlop Sport,Tennis,0,0,0,1,sess_58033,3.3,92.42,2025-03-11 22:30:00,8,13,0
668,48,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,0,102,4,sess_39825,3.3,67.35,2024-08-05 06:32:00,8,13,0
669,105,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,0,138,1,sess_57349,3.3,76.14,2024-03-10 15:48:00,8,13,0
670,74,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,0,103,5,sess_50895,3.3,72.21,2024-05-25 14:38:00,8,13,0
671,114,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,0,53,2,sess_72347,3.3,55.39,2025-03-14 02:57:00,8,13,0
672,95,18,Balles Championship x4,15,Dunlop Sport,Tennis,0,0,0,2,sess_67417,3.3,1.28,2024-12-10 03:25:00,8,13,0
673,134,18,Balles Championship x4,15,Dunlop Sport,Tennis,0,0,0,1,sess_32114,3.3,11.92,2024-12-21 18:06:00,8,13,0
674,17,18,Balles Championship x4,15,Dunlop Sport,Tennis,1,0,108,3,sess_65666,3.3,97.52,2024-03-03 07:53:00,8,13,0
675,72,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,0,0,0,5,sess_56674,7.58,59.36,2025-02-14 20:25:00,8,13,33
676,122,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,0,0,0,5,sess_69589,7.58,95.01,2024-09-18 08:09:00,8,13,33
677,28,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,0,39,1,sess_16927,7.58,25.07,2024-01-16 03:47:00,8,13,33
678,18,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,0,0,0,4,sess_52854,7.58,67.81,2024-07-14 19:43:00,8,13,33
679,40,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,1,138,3,sess_71082,7.58,62.2,2025-01-27 15:50:00,8,13,33
680,52,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,1,92,3,sess_12316,7.58,66.21,2025-02-18 17:34:00,8,13,33
681,9,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,0,101,4,sess_14306,7.58,88.01,2024-08-14 14:02:00,8,13,33
682,46,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,0,0,0,5,sess_74419,7.58,65.94,2025-03-28 22:10:00,8,13,33
683,111,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,0,150,2,sess_82585,7.58,31.25,2024-12-11 15:42:00,8,13,33
684,139,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,0,0,0,5,sess_61299,7.58,46.98,2024-03-21 16:03:00,8,13,33
685,68,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,0,77,4,sess_87393,7.58,59.1,2024-06-13 01:01:00,8,13,33
686,12,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,0,11,2,sess_59882,7.58,83.69,2025-01-26 20:21:00,8,13,33
687,25,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,0,174,4,sess_94945,7.58,34.51,2024-05-05 07:15:00,8,13,33
688,80,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,0,0,0,5,sess_54249,7.58,8.49,2025-03-20 09:07:00,8,13,33
689,44,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,0,113,1,sess_65203,7.58,53.84,2024-10-17 16:57:00,8,13,33
690,69,20,Grip Overgrip x3,15,Dunlop Sport,Tennis,1,0,101,1,sess_85043,7.58,69.6,2024-10-19 12:20:00,8,13,33
