interaction_id,user_id,product_id,product_name,category_id,category_name,product_type,searched_size,size_available,is_preferred_category,search_frequency_in_category,is_in_favorites,added_to_favorites,prix,stock,product_status,is_clicked,click_duration_seconds,is_purchased,recommendation_score,interaction_time,category_name_encoded,product_name_encoded,product_type_encoded,searched_size_encoded,product_status_encoded
335,18,28,Brassiere Running,4,Running,vetement,XS,1,1,1.253975725494526,0,0,-0.5962012031550838,-0.7859535690665589,EN_STOCK,0,-0.8233846050154263,0,88.35,2025-02-02 03:07:00,7,11,3,18,1
336,18,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,1,0,-0.656485790223861,0,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,0,-0.8233846050154263,0,36.07,2025-05-05 01:54:00,3,72,0,10,1
337,18,32,Lunettes Sport UV,4,Running,accessoire,L/XL,1,1,1.4927834149593244,1,1,-0.44867506295958826,1.4653031387799578,EN_ARRIVAGE,1,1.441722300762049,0,83.69,2024-10-22 04:03:00,7,46,0,10,0
338,18,32,Lunettes Sport UV,4,Running,accessoire,L/XL,1,1,1.7315911044241228,1,0,-0.44867506295958826,1.4653031387799578,EN_ARRIVAGE,1,2.1967579360212075,0,90.33,2024-08-22 03:44:00,7,46,0,10,0
339,18,25,Chaussures Amorti Max,4,Running,chaussure,43,1,1,1.9703987938889211,0,0,2.191569138750164,-0.8020339741226055,EN_STOCK,1,0.6531295261580391,0,77.11,2024-04-05 17:16:00,7,18,1,5,1
340,18,30,Veste Coupe-vent,4,Running,vetement,XS,1,1,2.2092064833537197,0,0,0.7114014775455876,0.19495113935228053,EN_STOCK,1,0.8544723622271481,0,79.99,2024-08-18 05:36:00,7,78,3,18,1
341,19,30,Veste Coupe-vent,4,Running,vetement,XXL,1,0,-0.8952934796886594,0,0,0.7114014775455876,0.19495113935228053,EN_STOCK,1,1.106150907313534,0,30.7,2024-04-10 04:51:00,7,78,3,19,1
342,19,20,Grip Overgrip x3,3,Tennis,accessoire,S/M,1,0,-0.8952934796886594,0,0,-0.8838095039949262,0.9024889618183286,EN_STOCK,1,1.3913865917447716,1,41.06,2025-04-02 20:33:00,8,39,0,14,1
343,19,16,Sac a Dos Basket,2,Basketball,accessoire,S/M,1,1,-0.8952934796886594,1,1,-0.05668186705022669,1.2401774679953061,EN_STOCK,0,-0.8233846050154263,0,65.51,2024-02-20 22:10:00,0,69,0,14,1
344,19,16,Sac a Dos Basket,2,Basketball,accessoire,L/XL,1,1,-0.656485790223861,1,0,-0.05668186705022669,1.2401774679953061,EN_STOCK,0,-0.8233846050154263,0,81.96,2024-05-13 11:23:00,0,69,0,10,1
345,19,14,Panier Portable,2,Basketball,equipement,Junior,1,1,-0.4176781007590626,1,1,1.7970382225392747,0.4522376202490253,EN_STOCK,1,2.163200796676356,0,68.12,2024-10-21 20:41:00,0,54,2,8,1
346,19,14,Panier Portable,2,Basketball,equipement,Standard,1,1,-0.1788704112942642,1,0,1.7970382225392747,0.4522376202490253,EN_STOCK,1,1.173265186003237,0,88.73,2024-07-14 19:18:00,0,54,2,15,1
347,19,35,Bonnet Silicone,5,Natation,accessoire,L/XL,1,1,-0.8952934796886594,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,1,1.961857960607247,0,71.08,2025-04-09 02:05:00,6,10,0,10,1
348,19,38,Palmes Courtes,5,Natation,equipement,Standard,1,1,-0.656485790223861,0,0,-0.32804875796028965,-1.348767746028188,EN_STOCK,0,-0.8233846050154263,0,72.53,2024-07-21 08:56:00,6,53,2,15,1
349,19,16,Sac a Dos Basket,2,Basketball,accessoire,S/M,1,1,0.05993727817053419,1,0,-0.05668186705022669,1.2401774679953061,EN_STOCK,0,-0.8233846050154263,0,91.67,2024-03-05 23:15:00,0,69,0,14,1
350,19,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,-0.4176781007590626,1,1,-0.7823006919338054,0.8060065314820494,EN_STOCK,1,1.2907151737102174,0,72.97,2024-07-22 16:48:00,6,55,0,16,1
351,19,14,Panier Portable,2,Basketball,equipement,Standard,1,1,0.29874496763533254,1,0,1.7970382225392747,0.4522376202490253,EN_STOCK,1,0.921586640916851,1,94.18,2024-05-06 23:18:00,0,54,2,15,1
352,19,35,Bonnet Silicone,5,Natation,accessoire,L/XL,1,1,-0.1788704112942642,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,1,2.096086517986653,0,80.39,2025-03-18 15:29:00,6,10,0,10,1
353,19,70,Short Leger,9,Volleyball,vetement,XL,1,0,-0.8952934796886594,0,0,-0.5599963935199507,-0.27138060727306934,EN_STOCK,0,-0.8233846050154263,0,37.45,2024-12-23 17:11:00,9,73,3,17,1
354,19,15,Genouilleres Pro,2,Basketball,accessoire,L/XL,1,1,0.5375526571001309,1,1,-0.5941710269138614,1.3044990882194922,EN_STOCK,1,0.7370223745201678,0,86.4,2024-02-15 14:19:00,0,38,0,10,1
355,20,61,Corde Battle Rope 12m,8,Fitness,equipement,Junior,1,1,-0.8952934796886594,0,0,0.33767986780722775,0.9828909870985614,EN_STOCK,0,-0.8233846050154263,0,63.0,2024-06-25 09:30:00,3,27,2,8,1
356,20,64,Shaker Proteine 700ml,8,Fitness,accessoire,S/M,1,1,-0.656485790223861,0,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,1,0.5021223991062075,0,66.09,2024-10-07 11:12:00,3,72,0,14,1
357,20,63,Gants Musculation,8,Fitness,accessoire,Unique,1,1,-0.4176781007590626,0,0,-0.6738554443818413,1.3849011134997251,EN_STOCK,0,-0.8233846050154263,0,70.63,2024-07-12 07:16:00,3,35,0,16,1
358,20,61,Corde Battle Rope 12m,8,Fitness,equipement,Standard,1,1,-0.1788704112942642,0,0,0.33767986780722775,0.9828909870985614,EN_STOCK,1,0.40145098107165295,0,78.48,2024-04-03 04:18:00,3,27,2,15,1
359,20,64,Shaker Proteine 700ml,8,Fitness,accessoire,S/M,1,1,0.05993727817053419,1,1,-0.8975131936231775,1.3205794932755388,EN_STOCK,1,0.6363509564856134,1,82.0,2024-09-30 00:11:00,3,72,0,14,1
360,20,37,Pull Buoy Pro,5,Natation,equipement,Standard,1,0,-0.8952934796886594,0,0,-0.8229042167582536,0.6934436960897234,EN_STOCK,0,-0.8233846050154263,0,34.25,2024-01-05 07:05:00,6,61,2,15,1
361,20,60,Kettlebell 16kg,8,Fitness,equipement,Standard,1,1,0.29874496763533254,0,0,-0.20437718859915754,0.018066683735768498,EN_STOCK,0,-0.8233846050154263,0,82.2,2024-07-09 14:44:00,3,42,2,15,1
362,20,43,Maillot Respirant,6,Cyclisme,vetement,L,1,0,-0.8952934796886594,0,0,-0.07173900750595961,-1.3648481510842345,EN_STOCK,1,0.40145098107165295,0,40.51,2024-02-06 17:30:00,2,49,3,9,1
363,20,63,Gants Musculation,8,Fitness,accessoire,Unique,1,1,0.5375526571001309,1,1,-0.6738554443818413,1.3849011134997251,EN_STOCK,0,-0.8233846050154263,0,81.22,2025-01-29 14:15:00,3,35,0,16,1
364,20,5,Gants Gardien Pro,1,Football,accessoire,Unique,1,0,-0.8952934796886594,0,0,0.32532962900645795,-1.4452501763644674,EN_STOCK,0,-0.8233846050154263,0,37.61,2024-09-23 21:13:00,4,34,0,16,1
365,20,62,Banc Musculation,8,Fitness,equipement,Junior,1,1,0.7763603465649294,1,1,3.2980151902163812,-1.5256522016447,EN_STOCK,1,1.6095079974863065,0,81.29,2024-11-22 09:12:00,3,5,2,8,1
366,20,60,Kettlebell 16kg,8,Fitness,equipement,Junior,1,1,1.0151680360297277,1,1,-0.20437718859915754,0.018066683735768498,EN_STOCK,1,-0.6891560476360203,1,82.36,2024-03-02 12:50:00,3,42,2,8,1
367,20,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,1,1,1.253975725494526,1,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,1,-0.37036322385993126,1,100.0,2024-09-12 02:43:00,3,72,0,10,1
368,20,57,Halteres Reglables 20kg,8,Fitness,equipement,Standard,1,1,1.4927834149593244,0,0,1.3407561123245366,-1.5417326067007466,EN_STOCK,0,-0.8233846050154263,0,81.45,2024-03-05 15:14:00,3,40,2,15,1
369,20,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,1,1,1.7315911044241228,1,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,1,0.7873580835374451,0,96.93,2024-05-08 01:31:00,3,72,0,10,1
370,20,72,Protege-doigts,9,Volleyball,accessoire,S/M,1,0,-0.8952934796886594,0,0,-0.7608146600475348,1.3044990882194922,EN_STOCK,0,-0.8233846050154263,0,38.43,2024-10-17 05:34:00,9,59,0,14,1
371,20,61,Corde Battle Rope 12m,8,Fitness,equipement,Pro,1,1,1.9703987938889211,0,0,0.33767986780722775,0.9828909870985614,EN_STOCK,1,-0.45425607222206,0,89.14,2025-02-23 08:34:00,3,27,2,12,1
372,20,63,Gants Musculation,8,Fitness,accessoire,L/XL,1,1,2.2092064833537197,1,0,-0.6738554443818413,1.3849011134997251,EN_STOCK,1,0.8209152228822966,0,96.86,2024-05-02 10:46:00,3,35,0,10,1
373,20,60,Kettlebell 16kg,8,Fitness,equipement,Pro,1,1,2.448014172818518,1,0,-0.20437718859915754,0.018066683735768498,EN_STOCK,1,-0.08512753942869361,0,100.0,2024-06-14 13:41:00,3,42,2,12,1
374,20,58,Tapis Yoga Premium,8,Fitness,equipement,Junior,1,1,2.6868218622833164,0,0,-0.3764346250427572,-1.4291697713084208,EN_STOCK,1,-0.6052631992738917,1,88.35,2024-02-20 01:36:00,3,77,2,8,1
375,20,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,1,1,2.9256295517481146,1,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,1,-0.5381489205841887,0,100.0,2024-11-06 22:04:00,3,72,0,10,1
376,21,27,Legging Compression,4,Running,vetement,XS,1,0,-0.8952934796886594,0,0,0.14295213000331086,-1.3005265308600484,EN_STOCK,0,-0.8233846050154263,0,37.68,2024-07-03 17:47:00,7,43,3,18,1
377,21,54,Casque Sparring,7,Boxe,accessoire,S/M,1,0,-0.8952934796886594,0,0,-0.08561187848764613,1.2884186831634457,EN_STOCK,1,1.894743681917544,0,40.94,2024-01-21 23:04:00,1,13,0,14,1
378,21,10,Chaussures High-Top,2,Basketball,chaussure,39,1,0,-0.8952934796886594,0,0,1.5540937990063253,0.7899261264260028,EN_ARRIVAGE,0,-0.8233846050154263,0,24.01,2024-07-16 06:12:00,0,21,1,1,0
379,21,35,Bonnet Silicone,5,Natation,accessoire,L/XL,1,1,-0.8952934796886594,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,1,-0.2864703754978025,0,70.49,2024-12-11 14:44:00,6,10,0,10,1
380,21,35,Bonnet Silicone,5,Natation,accessoire,Unique,1,1,-0.656485790223861,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,1,2.079307948314227,1,71.5,2024-08-14 11:57:00,6,10,0,16,1
381,21,38,Palmes Courtes,5,Natation,equipement,Standard,1,1,-0.4176781007590626,0,0,-0.32804875796028965,-1.348767746028188,EN_STOCK,1,0.6363509564856134,0,76.64,2024-04-19 12:49:00,6,53,2,15,1
382,21,38,Palmes Courtes,5,Natation,equipement,Standard,1,1,-0.1788704112942642,0,0,-0.32804875796028965,-1.348767746028188,EN_STOCK,1,-0.6052631992738917,0,76.47,2024-09-22 04:56:00,6,53,2,15,1
383,21,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,0.05993727817053419,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,1,0.43500812041650444,0,83.56,2024-10-19 18:09:00,6,55,0,16,1
384,21,38,Palmes Courtes,5,Natation,equipement,Junior,1,1,0.29874496763533254,1,1,-0.32804875796028965,-1.348767746028188,EN_STOCK,1,1.760515124538138,1,79.38,2024-06-02 02:36:00,6,53,2,8,1
385,21,34,Lunettes Miroir,5,Natation,accessoire,L/XL,1,1,0.5375526571001309,0,0,-0.4532429595023386,0.001986278679721952,EN_STOCK,1,1.3410508827274945,0,83.25,2024-10-22 03:38:00,6,45,0,10,1
386,22,39,Serviette Microfibre XL,5,Natation,accessoire,Unique,1,1,-0.8952934796886594,0,0,-0.5835126016474437,-0.8663555943467917,EN_STOCK,0,-0.8233846050154263,0,70.8,2025-03-26 13:26:00,6,71,0,16,1
387,22,16,Sac a Dos Basket,2,Basketball,accessoire,Unique,1,0,-0.8952934796886594,0,0,-0.05668186705022669,1.2401774679953061,EN_STOCK,0,-0.8233846050154263,0,40.48,2025-04-20 00:40:00,0,69,0,16,1
388,22,49,Gants 12oz Pro,7,Boxe,accessoire,Unique,1,0,-0.8952934796886594,0,0,0.42362399535231,1.3849011134997251,EN_STOCK,1,1.575950858141455,0,36.05,2024-06-16 16:44:00,1,32,0,16,1
389,22,71,Sac Ballons,9,Volleyball,accessoire,S/M,1,1,-0.8952934796886594,1,1,-0.5285286617810033,0.6612828859776304,EN_STOCK,0,-0.8233846050154263,0,70.53,2024-08-09 09:50:00,9,64,0,14,1
390,22,70,Short Leger,9,Volleyball,vetement,XXL,1,1,-0.656485790223861,0,0,-0.5599963935199507,-0.27138060727306934,EN_STOCK,1,0.9719223499341283,0,71.71,2024-08-10 22:08:00,9,73,3,19,1
391,22,62,Banc Musculation,8,Fitness,equipement,Pro,1,0,-0.8952934796886594,0,0,3.2980151902163812,-1.5256522016447,EN_STOCK,0,-0.8233846050154263,0,29.98,2024-10-19 06:35:00,3,5,2,12,1
392,22,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,-0.656485790223861,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,0,-0.8233846050154263,0,66.72,2025-04-18 18:05:00,6,55,0,16,1
393,22,79,Sac Sport 50L,10,Handball,accessoire,S/M,1,1,-0.8952934796886594,0,0,-0.4077331754282695,-1.4774109864765603,EN_STOCK,1,1.8108508335554154,0,66.48,2024-03-27 11:39:00,5,67,0,14,1
394,22,57,Halteres Reglables 20kg,8,Fitness,equipement,Pro,1,0,-0.656485790223861,0,0,1.3407561123245366,-1.5417326067007466,EN_STOCK,1,0.2504438540198213,0,32.46,2024-07-10 04:48:00,3,40,2,12,1
395,22,11,Maillot Reversible,2,Basketball,vetement,XXL,1,0,-0.656485790223861,0,0,-0.1169104288731584,-0.8502751892907451,EN_STOCK,0,-0.8233846050154263,0,36.55,2025-04-19 04:55:00,0,50,3,19,1
396,22,37,Pull Buoy Pro,5,Natation,equipement,Junior,1,1,-0.4176781007590626,0,0,-0.8229042167582536,0.6934436960897234,EN_STOCK,0,-0.8233846050154263,0,72.43,2024-08-29 00:21:00,6,61,2,8,1
397,22,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,-0.1788704112942642,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,0,-0.8233846050154263,0,77.46,2024-11-14 23:09:00,6,55,0,16,1
398,22,33,Maillot Competition,5,Natation,vetement,XXL,1,1,0.05993727817053419,1,1,0.05176338050173733,0.886408556762282,EN_ARRIVAGE,1,0.35111527205437576,1,79.06,2025-02-08 22:39:00,6,47,3,19,0
399,22,73,Ballon Resine T3,10,Handball,equipement,Junior,1,1,-0.656485790223861,1,1,-0.5070426298947327,0.854247746650189,EN_STOCK,1,2.079307948314227,0,69.89,2024-05-29 20:24:00,5,4,2,8,1
400,22,74,Chaussures Indoor Pro,10,Handball,chaussure,45,1,1,-0.4176781007590626,0,0,1.2573497050809823,-0.319621822441209,EN_STOCK,1,0.049101017950712346,1,72.67,2024-10-14 22:01:00,5,23,1,7,1
401,22,37,Pull Buoy Pro,5,Natation,equipement,Standard,1,1,0.29874496763533254,1,1,-0.8229042167582536,0.6934436960897234,EN_STOCK,0,-0.8233846050154263,0,82.9,2024-12-16 11:22:00,6,61,2,15,1
402,22,69,Maillot Equipe,9,Volleyball,vetement,XXL,1,1,-0.4176781007590626,0,0,-0.20606900213350945,-1.0593204550193502,RUPTURE_DE_STOCK,1,-0.6220417689463175,0,66.58,2024-04-25 04:21:00,9,48,3,19,2
403,22,18,Balles Championship x4,3,Tennis,equipement,Junior,1,0,-0.8952934796886594,0,0,-0.8948062919682142,-0.23921979716097627,EN_STOCK,0,-0.8233846050154263,0,40.3,2024-12-13 19:55:00,8,0,2,8,1
404,22,71,Sac Ballons,9,Volleyball,accessoire,Unique,1,1,-0.1788704112942642,1,0,-0.5285286617810033,0.6612828859776304,EN_STOCK,1,0.5860152474683361,0,92.73,2024-06-17 14:34:00,9,64,0,16,1
405,22,35,Bonnet Silicone,5,Natation,accessoire,L/XL,1,1,0.5375526571001309,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,0,-0.8233846050154263,0,85.41,2024-06-07 22:45:00,6,10,0,10,1
406,22,18,Balles Championship x4,3,Tennis,equipement,Standard,1,0,-0.656485790223861,0,0,-0.8948062919682142,-0.23921979716097627,EN_STOCK,0,-0.8233846050154263,0,45.96,2024-03-15 20:59:00,8,0,2,15,1
407,22,70,Short Leger,9,Volleyball,vetement,XXL,1,1,0.05993727817053419,1,1,-0.5599963935199507,-0.27138060727306934,EN_STOCK,0,-0.8233846050154263,0,80.33,2025-03-05 04:46:00,9,73,3,19,1
408,22,79,Sac Sport 50L,10,Handball,accessoire,S/M,1,1,-0.1788704112942642,0,0,-0.4077331754282695,-1.4774109864765603,EN_STOCK,0,-0.8233846050154263,0,75.03,2024-11-22 23:17:00,5,67,0,14,1
409,22,66,Genouilleres Gel,9,Volleyball,accessoire,Unique,1,1,0.29874496763533254,0,0,-0.6500008735474778,1.2884186831634457,EN_STOCK,0,-0.8233846050154263,0,79.85,2024-05-16 19:36:00,9,36,0,16,1
410,22,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,0.7763603465649294,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,1,1.307493743382643,1,86.87,2024-08-28 22:41:00,6,55,0,16,1
411,22,80,Protege-dents Sport,10,Handball,accessoire,S/M,1,1,0.05993727817053419,0,0,-0.770288815839906,0.677363291033677,EN_STOCK,1,-0.6052631992738917,0,76.38,2025-04-18 08:26:00,5,58,0,14,1
412,22,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,1.0151680360297277,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,0,-0.8233846050154263,0,80.66,2025-03-19 19:31:00,6,55,0,16,1
413,22,76,Short Stretch,10,Handball,vetement,XXL,1,1,0.29874496763533254,0,0,-0.6295299297818184,1.3688207084436785,EN_STOCK,1,0.8880295015719996,0,85.76,2025-04-25 23:36:00,5,76,3,19,1
414,22,33,Maillot Competition,5,Natation,vetement,XXL,1,1,1.253975725494526,1,0,0.05176338050173733,0.886408556762282,EN_ARRIVAGE,0,-0.8233846050154263,0,94.52,2024-01-22 07:33:00,6,47,3,19,0
415,22,33,Maillot Competition,5,Natation,vetement,XXL,1,1,1.4927834149593244,1,0,0.05176338050173733,0.886408556762282,EN_ARRIVAGE,1,-0.5381489205841887,1,95.16,2024-08-13 12:56:00,6,47,3,19,0
416,23,37,Pull Buoy Pro,5,Natation,equipement,Standard,1,0,-0.8952934796886594,0,0,-0.8229042167582536,0.6934436960897234,EN_STOCK,0,-0.8233846050154263,0,34.66,2025-04-15 01:44:00,6,61,2,15,1
417,23,56,Coquille Protection,7,Boxe,accessoire,L/XL,1,1,-0.8952934796886594,1,1,-0.6283456603077721,-0.4804258730016745,EN_STOCK,0,-0.8233846050154263,0,67.52,2025-02-02 18:57:00,1,25,0,10,1
418,23,55,Chaussures Boxe,7,Boxe,chaussure,45,1,1,-0.656485790223861,0,0,0.9101895678319492,-0.8663555943467917,EN_STOCK,1,1.7940722638829896,0,65.51,2025-03-27 14:05:00,1,19,1,7,1
419,23,27,Legging Compression,4,Running,vetement,XS,1,1,-0.8952934796886594,0,0,0.14295213000331086,-1.3005265308600484,EN_STOCK,0,-0.8233846050154263,0,63.91,2024-02-13 16:45:00,7,43,3,18,1
420,23,27,Legging Compression,4,Running,vetement,S,1,1,-0.656485790223861,0,0,0.14295213000331086,-1.3005265308600484,EN_STOCK,0,-0.8233846050154263,0,69.81,2024-10-16 21:55:00,7,43,3,13,1
421,23,51,Protege-dents Custom,7,Boxe,accessoire,L/XL,1,1,-0.4176781007590626,1,1,-0.7992188272773255,0.9507301769864682,RUPTURE_DE_STOCK,1,1.173265186003237,0,64.51,2025-04-05 04:12:00,1,57,0,10,2
422,23,41,Casque Aero Route,6,Cyclisme,accessoire,S/M,1,1,-0.8952934796886594,0,0,1.3524296257115656,-0.4643454679456279,EN_STOCK,0,-0.8233846050154263,0,62.98,2024-11-07 15:15:00,2,12,0,14,1
423,23,32,Lunettes Sport UV,4,Running,accessoire,S/M,1,1,-0.4176781007590626,0,0,-0.44867506295958826,1.4653031387799578,EN_ARRIVAGE,1,1.827629403227841,1,68.1,2024-05-22 19:40:00,7,46,0,14,0
424,23,49,Gants 12oz Pro,7,Boxe,accessoire,Unique,1,1,-0.1788704112942642,1,1,0.42362399535231,1.3849011134997251,EN_STOCK,0,-0.8233846050154263,0,73.48,2025-03-13 01:42:00,1,32,0,16,1
425,23,29,Ceinture Hydratation,4,Running,accessoire,S/M,1,1,-0.1788704112942642,1,1,-0.6009382810512695,-1.2362049106358621,EN_STOCK,1,1.0390366286238313,0,81.2,2024-05-25 19:42:00,7,15,0,14,1
426,23,27,Legging Compression,4,Running,vetement,XXL,1,1,0.05993727817053419,1,1,0.14295213000331086,-1.3005265308600484,EN_STOCK,0,-0.8233846050154263,0,80.79,2024-06-02 10:23:00,7,43,3,19,1
427,23,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Standard,1,0,-0.8952934796886594,0,0,-0.4040111856526951,0.8703281517062356,EN_ARRIVAGE,1,1.2739366040377915,0,36.43,2024-12-21 08:21:00,0,1,2,15,0
428,23,28,Brassiere Running,4,Running,vetement,XL,1,1,0.29874496763533254,1,1,-0.5962012031550838,-0.7859535690665589,EN_STOCK,1,1.961857960607247,0,78.58,2025-01-05 22:38:00,7,11,3,17,1
429,23,37,Pull Buoy Pro,5,Natation,equipement,Standard,1,0,-0.656485790223861,0,0,-0.8229042167582536,0.6934436960897234,EN_STOCK,1,1.508836579451752,0,42.09,2024-11-15 11:59:00,6,61,2,15,1
430,23,32,Lunettes Sport UV,4,Running,accessoire,L/XL,1,1,0.5375526571001309,1,1,-0.44867506295958826,1.4653031387799578,EN_ARRIVAGE,1,0.032322448278286606,0,82.29,2024-05-28 06:00:00,7,46,0,10,0
431,23,42,Cuissard Gel Pad,6,Cyclisme,vetement,S,1,1,-0.656485790223861,0,0,0.6667376002386944,0.19495113935228053,EN_STOCK,0,-0.8233846050154263,0,69.0,2024-06-19 11:35:00,2,30,3,13,1
432,23,28,Brassiere Running,4,Running,vetement,S,1,1,0.7763603465649294,1,0,-0.5962012031550838,-0.7859535690665589,EN_STOCK,1,-0.45425607222206,1,97.01,2024-09-16 17:20:00,7,11,3,13,1
433,23,15,Genouilleres Pro,2,Basketball,accessoire,L/XL,1,0,-0.656485790223861,0,0,-0.5941710269138614,1.3044990882194922,EN_STOCK,0,-0.8233846050154263,0,39.33,2024-10-18 19:01:00,0,38,0,10,1
434,23,25,Chaussures Amorti Max,4,Running,chaussure,45,1,1,1.0151680360297277,0,0,2.191569138750164,-0.8020339741226055,EN_STOCK,0,-0.8233846050154263,0,78.38,2025-02-12 01:41:00,7,18,1,7,1
435,24,6,Short Match,1,Football,vetement,XS,1,1,-0.8952934796886594,1,1,-0.4500285137870699,1.2240970629392596,EN_STOCK,0,-0.8233846050154263,0,71.14,2024-09-23 09:36:00,4,74,3,18,1
436,24,41,Casque Aero Route,6,Cyclisme,accessoire,L/XL,1,0,-0.8952934796886594,0,0,1.3524296257115656,-0.4643454679456279,EN_STOCK,1,2.1967579360212075,0,33.36,2025-04-14 11:04:00,2,12,0,10,1
437,24,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,0,-0.8952934796886594,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,0,-0.8233846050154263,0,36.39,2024-09-30 05:36:00,6,55,0,16,1
438,24,2,Crampons Elite,1,Football,chaussure,42,1,1,-0.656485790223861,1,1,0.9059600339960692,0.46831802530507183,EN_ARRIVAGE,1,-0.6052631992738917,0,63.05,2025-03-25 07:23:00,4,29,1,4,0
439,24,4,Protege-tibias Carbon,1,Football,accessoire,L/XL,1,1,-0.4176781007590626,0,0,-0.31417588697860316,-0.5447474932258607,EN_STOCK,1,-0.588484629601466,0,72.02,2024-08-15 16:01:00,4,60,0,10,1
440,24,65,Ballon Officiel V5,9,Volleyball,equipement,Junior,1,0,-0.8952934796886594,0,0,-0.17240191279990447,-0.8181143791786519,EN_STOCK,0,-0.8233846050154263,0,34.9,2025-01-10 16:19:00,9,3,2,8,1
441,24,19,Sac Raquettes 6R,3,Tennis,accessoire,Unique,1,0,-0.8952934796886594,0,0,0.5873915454775848,-1.348767746028188,EN_ARRIVAGE,0,-0.8233846050154263,0,36.22,2024-12-12 04:13:00,8,66,0,16,0
442,24,59,Bandes Resistance Set,8,Fitness,accessoire,S/M,1,0,-0.8952934796886594,0,0,-0.5451084344176531,0.06630789890390815,EN_STOCK,0,-0.8233846050154263,0,40.14,2024-01-03 09:59:00,3,8,0,14,1
443,24,6,Short Match,1,Football,vetement,XS,1,1,-0.1788704112942642,1,0,-0.4500285137870699,1.2240970629392596,EN_STOCK,1,2.079307948314227,0,87.46,2024-01-12 18:48:00,4,74,3,18,1
444,24,6,Short Match,1,Football,vetement,XS,1,1,0.05993727817053419,1,0,-0.4500285137870699,1.2240970629392596,EN_STOCK,1,1.1397080466583855,0,92.87,2024-05-19 04:10:00,4,74,3,18,1
445,24,2,Crampons Elite,1,Football,chaussure,40,1,1,0.29874496763533254,1,0,0.9059600339960692,0.46831802530507183,EN_ARRIVAGE,1,-0.13546324844597082,0,86.5,2025-02-15 09:36:00,4,29,1,2,0
446,24,5,Gants Gardien Pro,1,Football,accessoire,L/XL,1,1,0.5375526571001309,0,0,0.32532962900645795,-1.4452501763644674,EN_STOCK,1,-0.5381489205841887,1,88.92,2024-12-11 01:06:00,4,34,0,10,1
447,24,7,Chaussettes Performance,1,Football,vetement,XS,1,1,0.7763603465649294,0,0,-0.824934392999476,-0.12665696176865043,EN_STOCK,0,-0.8233846050154263,0,87.05,2024-12-19 22:28:00,4,17,3,18,1
448,24,6,Short Match,1,Football,vetement,XXL,1,1,1.0151680360297277,1,0,-0.4500285137870699,1.2240970629392596,EN_STOCK,0,-0.8233846050154263,0,100.0,2024-02-10 14:36:00,4,74,3,19,1
449,25,16,Sac a Dos Basket,2,Basketball,accessoire,Unique,1,1,-0.8952934796886594,0,0,-0.05668186705022669,1.2401774679953061,EN_STOCK,0,-0.8233846050154263,0,67.56,2024-08-26 15:14:00,0,69,0,16,1
450,25,19,Sac Raquettes 6R,3,Tennis,accessoire,L/XL,1,1,-0.8952934796886594,0,0,0.5873915454775848,-1.348767746028188,EN_ARRIVAGE,1,0.032322448278286606,0,60.58,2025-02-07 10:29:00,8,66,0,10,0
451,25,24,Casquette UV Protect,3,Tennis,accessoire,Unique,1,1,-0.656485790223861,0,0,-0.6924653932597133,1.3849011134997251,EN_STOCK,1,-0.01801326073899063,0,69.51,2024-10-21 04:32:00,8,14,0,16,1
452,25,10,Chaussures High-Top,2,Basketball,chaussure,44,1,1,-0.656485790223861,0,0,1.5540937990063253,0.7899261264260028,EN_ARRIVAGE,0,-0.8233846050154263,0,62.49,2024-07-24 18:26:00,0,21,1,6,0
453,25,19,Sac Raquettes 6R,3,Tennis,accessoire,S/M,1,1,-0.4176781007590626,0,0,0.5873915454775848,-1.348767746028188,EN_ARRIVAGE,1,1.7940722638829896,0,67.84,2024-10-17 10:34:00,8,66,0,14,0
